# Simulated random data file for batch processing
# timestamp: 2018-03-28 18:31:55
# BMV
# ------------------------

"varX","varY"
0.597536140820011,0.618471124209464
0.635637535015121,0.055177235044539
0.663342823740095,NA
0.141150001436472,0.140964127611369
0.764338128967211,0.80711501208134
0.0307919054757804,0.344927683006972
0.971342216711491,0.342045065248385
NA,0.724904211238027
0.147767684422433,0.66587554034777
NA,0.296628830255941
0.152694906573743,0.974443813785911
0.408367139287293,0.144938136683777
0.794382263440639,0.446930889273062
0.198870107764378,NA
0.818394886795431,0.669878978515044
0.483603550586849,0.988119968678802
0.614895863924176,0.380207956768572
0.0346748046576977,0.350847957190126
0.141197664896026,0.406859493581578
0.903858871199191,0.231529477750883
0.361796513199806,NA
0.0970575925894082,0.792308187810704
0.57057333458215,0.497805198887363
0.414191219955683,0.346780019346625
0.559711135691032,0.307659102603793
0.736861122073606,0.898659504484385
0.148061592131853,0.715967095922679
0.222497394075617,0.395211128983647
0.362007747171447,0.163711572997272
0.803249187534675,0.559179849224165
0.954643375938758,0.49874791293405
0.558383062947541,0.811977934092283
0.482889136765152,0.458734121406451
0.538729918887839,0.213358081877232
0.361542791360989,0.703957801917568
0.812196607002988,0.693683152319863
0.988304635509849,0.411979833384976
0.0080617661587894,0.36467714747414
0.997843930963427,0.374199356185272
0.26751719112508,NA
0.111683231079951,0.942854308290407
0.182831309735775,NA
NA,0.108141969656572
0.902435640105978,0.564184461254627
0.467978450236842,0.894401455298066
0.472592426463962,0.73286057356745
0.689808054827154,NA
0.45125381834805,0.438578632194549
NA,0.345068473136052
0.937910573557019,0.0814978582784534
0.120602261973545,0.532837437000126
NA,0.134339594049379
0.695996212540194,0.14859937899746
0.801278030499816,0.349156627664343
NA,0.496887205168605
0.651797846425325,0.672017417382449
0.595062388340011,0.30934316618368
