# Simulated random data file for batch processing
# timestamp: 2018-03-28 18:31:54
# BMV
# ------------------------

"varX","varY"
0.758032712386921,0.809144349303097
0.404168231412768,0.167402761988342
0.181603849865496,0.345488522900268
0.184995483839884,0.51033329218626
0.613904573954642,0.801465054042637
0.73352849134244,0.163273672806099
0.751065148739144,0.351074395235628
0.535340628353879,0.0192245023790747
0.417609601281583,0.799962431658059
0.89607763919048,0.296626777853817
0.896912794793025,NA
NA,0.14240713766776
NA,0.605413923738524
0.497804779559374,0.53290173667483
0.290053750155494,0.802835319656879
0.594609313411638,0.749546002829447
0.453891753451899,0.51106459274888
0.440158019773662,0.175850613508373
0.289496434153989,0.834628948708996
0.738842413993552,NA
0.175943361362442,0.120089172851294
NA,0.418137163156644
NA,NA
0.704170088050887,0.934289349010214
0.505994402803481,0.443581812549382
NA,0.202698485227302
0.417419085977599,NA
0.0671427310444415,0.88346670079045
0.386128840269521,0.00146012613549829
0.188289079582319,0.306343452539295
0.71456228219904,0.979458761401474
0.675473243230954,0.468290903605521
0.740179906832054,0.834730760660022
0.139915074920282,0.135219044284895
0.47398744802922,0.488040760625154
0.548827280057594,0.104045345447958
0.77025428507477,0.431095628999174
0.377757940674201,0.623356803320348
0.928827303927392,NA
0.0755848283879459,0.287558660376817
0.739684255793691,0.909078012220562
0.713691187789664,0.687064995057881
0.298954708036035,0.563670753035694
