# Simulated random data file for batch processing
# timestamp: 2018-03-28 18:31:55
# BMV
# ------------------------

"varX","varY"
0.813931472599506,0.178674517665058
0.735241890652105,0.252495210617781
0.28496848908253,0.936585533898324
0.104162056464702,0.307687193853781
0.050458011450246,0.973329804372042
0.239384156651795,0.862997118616477
0.973224855260924,0.97684088931419
0.249646024778485,0.662828331813216
0.208726062672213,0.677358998917043
NA,NA
0.885830327635631,0.553036091383547
0.184988373657688,0.0424304066691548
0.476912956451997,0.258345224428922
NA,0.867320814635605
0.253986170049757,0.164979416178539
0.143765753833577,0.110409918706864
0.95725281490013,0.377762986812741
0.0765902411658317,0.612124601844698
0.612671743612736,0.931630716426298
0.691472859820351,0.418933843029663
NA,0.185789365787059
0.748245818540454,NA
0.0944674031343311,0.883202032186091
0.958656513597816,0.328635876066983
0.214467516168952,0.398437010124326
0.653087855316699,NA
0.576421894365922,0.980138276005164
0.111764196306467,0.182788828620687
0.896193208638579,0.262415679171681
0.878562015248463,0.030613457551226
0.789103066781536,0.346860131248832
NA,NA
0.537077704444528,0.321105528390035
0.943502774229273,0.0576594730373472
0.861466889502481,0.43010092061013
0.413225206779316,0.122853223932907
0.306709681637585,0.912173197139055
