# Simulated random data file for batch processing
# timestamp: 2018-03-28 18:31:55
# BMV
# ------------------------

"varX","varY"
0.949236419750378,0.939893257804215
0.419632554985583,NA
0.764026119606569,0.7537012307439
NA,0.109513697912917
0.175748615991324,0.426747616147622
0.697288668481633,0.944571910891682
0.218587335199118,0.891788899432868
0.861109123099595,0.632337340852246
0.233192766318098,0.158621129114181
0.309885152848437,0.244118443923071
0.660394581733271,0.181303726509213
0.315796778071672,0.066225751535967
0.766094558872283,0.472732098773122
0.353205010760576,0.212955867871642
0.842014560475945,0.0688088659662753
0.727028521243483,0.0670906421728432
0.723760548979044,0.705534838140011
0.286331355106086,0.0563247236423194
0.606540757929906,0.273208891507238
0.344534776173532,0.385976678458974
0.358829531120136,0.0283136223442852
0.675781491911039,0.168681297451258
0.70107658021152,0.818128150189295
0.387314280960709,0.261772840516642
0.157583854161203,0.500278549501672
0.391900589223951,0.600955297239125
0.723775937920436,0.406934813596308
0.709749630186707,0.463369230274111
0.944397556595504,0.269612036645412
0.644327406771481,0.713918461930007
0.128025067737326,0.687492029974237
0.707326419884339,0.631004244321957
0.834750245092437,0.644720536889508
0.243921647546813,0.442151145078242
0.472815942019224,0.618533907923847
0.75029412494041,0.141293577849865
0.628438378218561,0.611708770040423
0.196182577405125,0.212159430142492
0.38556153466925,0.457128074485809
0.35746862879023,0.26526901172474
0.899310528999195,0.488409562036395
0.663675778545439,0.129059261642396
0.17729424778372,0.87286116858013
0.330156484618783,0.832465447485447
0.745991548290476,0.570291249547154
0.670373769011348,0.157595173921436
0.228423530003056,0.7837962328922
0.879252294078469,NA
NA,0.587797990301624
0.906072838231921,0.331162756308913
NA,0.190692862728611
0.577363884774968,0.986755415797234
0.584965092362836,0.657308309106156
0.709812108194456,NA
0.747307620709762,0.946582439821213
0.475505915936083,0.692077810643241
0.442123189102858,0.801193082472309
0.0691226939670742,0.0238294692244381
0.218654558295384,0.986444242531434
0.764524854021147,0.848907779203728
